model,bge-m3,distilbert-base-25lang-cased,distilbert-base-en-fr-cased,distilbert-base-fr-cased,sentence-camembert-large,sentence-flaubert-base,Solon-embeddings-base-0.1,Solon-embeddings-large-0.1,sentence-croissant-llm-base,bert-base-multilingual-cased,bert-base-multilingual-uncased,camembert-base,camembert-large,sentence-camembert-base,embed-multilingual-light-v3.0,embed-multilingual-v3.0,flaubert_base_cased,flaubert_base_uncased,flaubert_large_cased,e5-mistral-7b-instruct,multilingual-e5-base,multilingual-e5-large,multilingual-e5-small,udever-bloom-1b1,udever-bloom-560m,laser2,bge-m3-custom-fr,sentence_croissant_alpha_v0.2,sentence_croissant_alpha_v0.3,mistral-embed,LaBSE,all-MiniLM-L12-v2,all-MiniLM-L6-v2,distiluse-base-multilingual-cased-v2,multi-qa-MiniLM-L6-cos-v1,paraphrase-multilingual-MiniLM-L12-v2,paraphrase-multilingual-mpnet-base-v2,sentence-t5-base,sentence-t5-large,sentence-t5-xl,sentence-t5-xxl,text2vec-base-multilingual,text-embedding-3-large,text-embedding-3-small,text-embedding-ada-002,voyage-2,voyage-code-2,universal-sentence-encoder-multilingual-3,universal-sentence-encoder-multilingual-large-3,xlm-roberta-base,xlm-roberta-large
udever-bloom-1b1,0.7028590542992,0.8705228031145718,0.8780867630700778,0.8825361512791992,0.7882091212458286,0.8780867630700778,0.7264434353551403,0.7130937857008345,0.8447163515016686,0.8442714126807565,0.8874304783092325,0.7450500556173526,0.8291434927697442,0.8682981090100111,0.8309232480533927,0.7820669755814145,0.7882091212458286,0.7014460511679644,0.6387096774193548,0.6120814366499207,0.7294771968854282,0.7215485638152281,0.744242968227548,1.0,0.8447163515016686,0.7958616135575304,0.6969966629588431,0.774860956618465,0.7374860956618465,0.7575083426028921,0.7905217536958081,0.8629588431590657,0.8438264738598442,0.7753921507542615,0.8420467185761957,0.7628476084538376,0.7459399332591768,0.8634037819799778,0.821579532814238,0.7954166252357202,0.7312569521690767,0.79265850945495,0.6459005491074954,0.6828345798177413,0.6978865406006675,0.8402669632925472,0.7824249165739711,0.7562576529164232,0.7175436689189364,0.8367074527252503,0.8095661846496107
udever-bloom-560m,0.5130715350471526,0.8028921023359288,0.8077864293659622,0.8211345939933259,0.6124582869855395,0.7054505005561735,0.5904995030421263,0.5241962430924075,0.6654060066740823,0.7717463848720801,0.8344827586206897,0.8144605116796441,0.8060066740823136,0.7130144605116796,0.7170189098998888,0.6309934403268539,0.9719688542825361,0.9181312569521691,0.8456062291434928,0.4756925160150965,0.5666295884315906,0.541550787643005,0.6016242110873812,0.8447163515016686,1.0,0.6412281717284883,0.5012235817575084,0.6057842046718577,0.5701890989988877,0.5661846496106785,0.6292134870396131,0.7494994438264738,0.7757508342602892,0.626543557108752,0.7886540600667408,0.6146829810901001,0.5991101223581757,0.7726362625139044,0.7032258064516129,0.6732673308988222,0.5866518353726362,0.6907675194660734,0.43875848530485045,0.4748025393714761,0.546607341490545,0.6809788654060067,0.5946607341490545,0.6327733936140947,0.5326510212068012,0.9394883203559511,0.9474972191323693
laser2,0.8153093012906097,0.7756146449151666,0.7867393529604215,0.7551451821118977,0.8494827063356587,0.8490377180138485,0.8651535380507344,0.8161993769470405,0.8904216319421965,0.8370230333249733,0.8396929632558344,0.5613527679635586,0.6679274710370999,0.8187785121307554,0.8210034537398063,0.8753894080996885,0.5617977562853689,0.5010568503582775,0.42451885900692427,0.7405429461504228,0.859272449415483,0.840231419670672,0.8700489541611037,0.7958616135575304,0.6412281717284883,1.0,0.8316831734632509,0.8285682552105796,0.7960841077184355,0.7898542712130928,0.9470404984423676,0.6899543929667045,0.6703749068070559,0.9114374721851357,0.6343308527404303,0.903326293274692,0.8677272275298766,0.8334631267504917,0.8672822392080665,0.8655985758789497,0.8574924961282422,0.9531649853174337,0.7699154428126391,0.7894971072541166,0.7991990259711069,0.7066414550345868,0.739570590848541,0.8878504672897196,0.9118825100133512,0.7684948317662036,0.6794971674041649
bge-m3-custom-fr,0.9811992495914759,0.585761957730812,0.5982202447163515,0.5657397107897664,0.9599555061179088,0.8852057842046719,0.9500500670647624,0.9794192963042351,0.9301446051167964,0.675194660734149,0.7005561735261402,0.3067853170189099,0.4473859844271413,0.8909899888765295,0.9132369299221357,0.9531649853174337,0.3975528364849833,0.3624026696329255,0.20489432703003338,0.9237957560779609,0.9657397107897664,0.9736344481207025,0.9593948218227764,0.6969966629588431,0.5012235817575084,0.8316831734632509,1.0,0.9652947719688543,0.9635150166852058,0.9528364849833147,0.9131160363545163,0.7806451612903226,0.7441601779755284,0.9237957560779609,0.692992213570634,0.9412680756395996,0.9461624026696329,0.8691879866518354,0.9230255839822025,0.9229057794343406,0.9394883203559511,0.9016685205784205,0.9460451721684706,0.9714095065116516,0.9345939933259176,0.8438264738598442,0.9234705228031146,0.9019913283092615,0.9295806042614935,0.5519466073414906,0.4585094549499444
sentence_croissant_alpha_v0.2,0.9785293196606147,0.632035595105673,0.6431590656284761,0.617797552836485,0.9710789766407119,0.9225806451612903,0.9593948218227764,0.9829792028787167,0.9621802002224694,0.696551724137931,0.7699666295884315,0.38509454949944383,0.5154616240266964,0.9141268075639599,0.9746384872080089,0.9834241912005268,0.5003337041156841,0.4460511679644049,0.2943270300333704,0.8979864334129698,0.9675194660734149,0.974524424764323,0.9674046116153598,0.774860956618465,0.6057842046718577,0.8285682552105796,0.9652947719688543,1.0,0.9879866518353726,0.971523915461624,0.9202358495034794,0.8469410456062292,0.7957730812013348,0.9433752422376095,0.7868743047830923,0.9439377085650723,0.9604004449388209,0.9430478309232481,0.9724137931034482,0.9718544948334619,0.9701890989988876,0.9114571746384872,0.9460451721684706,0.9553899269264847,0.9657397107897664,0.9038932146829811,0.9621802002224694,0.9326955225141648,0.8868617253677149,0.6191323692992213,0.5403781979977753
sentence_croissant_alpha_v0.3,0.9807542612696657,0.6044493882091212,0.6169076751946607,0.5897664071190212,0.9710789766407119,0.9110122358175751,0.933140510835975,0.9785293196606147,0.9510567296996663,0.6609566184649611,0.7423804226918799,0.34505005561735264,0.47986651835372635,0.9136818687430478,0.9648498331479421,0.9682945882589803,0.47052280311457173,0.4229143492769744,0.2453837597330367,0.9242407443997711,0.967964404894327,0.9736344481207025,0.9656246583281191,0.7374860956618465,0.5701890989988877,0.7960841077184355,0.9635150166852058,0.9879866518353726,1.0,0.9795328142380423,0.8930915618730576,0.8416017797552836,0.7850945494994438,0.9251307210433916,0.7757508342602892,0.9372636262513905,0.9546162402669633,0.9305895439377085,0.9612903225806452,0.9629547283972579,0.9626251390433815,0.8923248053392658,0.9531649853174337,0.9669596232935497,0.9661846496106785,0.9007786429365963,0.9666295884315906,0.9100011181018449,0.866392262564446,0.5862068965517241,0.5101223581757508
mistral-embed,0.9700745415462211,0.6231368186874304,0.6351501668520578,0.6129032258064516,0.96440489432703,0.9043381535038932,0.9260206976870119,0.9700745415462211,0.9417130144605117,0.6720800889877642,0.7281423804226919,0.35661846496106786,0.4972191323692992,0.9305895439377085,0.9528364849833147,0.9544999502828643,0.4660734149054505,0.4211345939933259,0.24404894327030033,0.9028813049528819,0.950166852057842,0.9625097400754478,0.9460451721684706,0.7575083426028921,0.5661846496106785,0.7898542712130928,0.9528364849833147,0.971523915461624,0.9795328142380423,1.0,0.8917565969076271,0.8745272525027808,0.8153503893214683,0.9211258261470998,0.7939933259176863,0.932369299221357,0.9417130144605117,0.9283648498331479,0.9559510567296997,0.9509400437083827,0.9421579532814238,0.8807563959955507,0.9562799035701051,0.9682945882589803,0.9621802002224694,0.9256952169076752,0.978642936596218,0.9095561297800347,0.8757370173224601,0.5844271412680756,0.5101223581757508
LaBSE,0.9163328882955051,0.7342307309868187,0.7458004273538837,0.7146512448271701,0.9335854991577852,0.9015463399874513,0.9581664441477525,0.9212283044058746,0.9522750086738133,0.7894092828912826,0.8450328231175568,0.5057292277372845,0.6314384286486641,0.8815218655059927,0.9113360830672755,0.9550511793502447,0.5422182701257203,0.47613750433690666,0.3720102370333215,0.8446817979528259,0.9411503006285585,0.9279038718291055,0.9465954606141522,0.7905217536958081,0.6292134870396131,0.9470404984423676,0.9131160363545163,0.9202358495034794,0.8930915618730576,0.8917565969076271,1.0,0.7611525244563354,0.7402380733312562,0.9857587894971073,0.6988541594029083,0.960729786788207,0.942485265593989,0.9140060129981367,0.9402603239849381,0.9417000445037829,0.9367004174104565,0.9709645181898414,0.8700489541611037,0.897196261682243,0.9148959896417571,0.7871843412822317,0.8441428464739363,0.9701824655095683,0.9559412550066756,0.7128712915399295,0.6247636038215112
all-MiniLM-L12-v2,0.8012014734192527,0.7130144605116796,0.7241379310344828,0.7294771968854282,0.8522803114571746,0.871412680756396,0.7927466953048591,0.8038714033501139,0.8433815350389321,0.689432703003337,0.7695216907675194,0.6173526140155728,0.7161290322580646,0.9096774193548387,0.8709677419354839,0.8238958778315726,0.6880978865406007,0.678754171301446,0.5332591768631814,0.7313383068950524,0.8068965517241379,0.7945266485920999,0.7940816602702897,0.8629588431590657,0.7494994438264738,0.6899543929667045,0.7806451612903226,0.8469410456062292,0.8416017797552836,0.8745272525027808,0.7611525244563354,1.0,0.971523915461624,0.7887418004085673,0.96440489432703,0.7833147942157953,0.7895439377085651,0.9021134593993326,0.8669632925472748,0.847925247209323,0.796218020022247,0.7690767519466073,0.7727222208234004,0.8020914500628731,0.8131256952169077,0.9555061179087876,0.9087875417130145,0.8069863216027853,0.744242968227548,0.6974416017797553,0.7054505005561735
all-MiniLM-L6-v2,0.7437979799057378,0.7236929922135706,0.7352614015572859,0.7468298109010011,0.8095661846496107,0.8313681868743048,0.7651574193526272,0.7473578864802194,0.8064516129032258,0.6916573971078976,0.7753058954393771,0.681868743047831,0.7543937708565073,0.889210233592881,0.8229143492769744,0.7789520573287431,0.7437152391546162,0.7490545050055617,0.6191323692992213,0.7157637156316956,0.7677419354838709,0.7380131317222053,0.7549226879509927,0.8438264738598442,0.7757508342602892,0.6703749068070559,0.7441601779755284,0.7957730812013348,0.7850945494994438,0.8153503893214683,0.7402380733312562,0.971523915461624,1.0,0.7553676762728029,0.9604004449388209,0.7517241379310344,0.7526140155728588,0.8611790878754171,0.8175750834260289,0.79497163691391,0.7441601779755284,0.7552836484983315,0.7104238557699734,0.7624874894217659,0.7592880978865406,0.8949944382647386,0.8411568409343715,0.7829569522250348,0.7340082368259135,0.7196885428253615,0.7343715239154617
distiluse-base-multilingual-cased-v2,0.940809968847352,0.7168761864362212,0.7275559061596658,0.6986316652420033,0.9589498335009662,0.9166759429289979,0.9706275033377837,0.9443702714730752,0.9633997167190681,0.7684948317662036,0.8343531033941122,0.4870397182212564,0.6158638373853073,0.9037712815965022,0.9407053123067483,0.9768580329327993,0.5350984569767573,0.4734675744060455,0.33774613625393657,0.8744993324432577,0.9611747751100171,0.9568313306631063,0.9657320872274143,0.7753921507542615,0.626543557108752,0.9114374721851357,0.9237957560779609,0.9433752422376095,0.9251307210433916,0.9211258261470998,0.9857587894971073,0.7887418004085673,0.7553676762728029,1.0,0.7291133652860015,0.974524424764323,0.9656246583281191,0.9402603239849381,0.9674046116153598,0.9715175789942145,0.9678495999371701,0.9642896933626885,0.9065420560747663,0.9221183800623053,0.9491600904211419,0.8290132435323898,0.8859717487240946,0.9821984868713841,0.9492656875834445,0.6910668637712299,0.6100789892017748
multi-qa-MiniLM-L6-cos-v1,0.7295583536078116,0.6538375973303671,0.667630700778643,0.6858731924360401,0.778420467185762,0.8202447163515016,0.7273334119987607,0.7277784003205708,0.7837597330367074,0.6222469410456062,0.7339265850945494,0.6938820912124583,0.739265850945495,0.8553948832035595,0.8353726362625139,0.7669373726398678,0.7610678531701891,0.7610678531701891,0.614238042269188,0.6454555607856851,0.732146829810901,0.7206585871716078,0.7264434353551403,0.8420467185761957,0.7886540600667408,0.6343308527404303,0.692992213570634,0.7868743047830923,0.7757508342602892,0.7939933259176863,0.6988541594029083,0.96440489432703,0.9604004449388209,0.7291133652860015,1.0,0.710789766407119,0.7232480533926585,0.8674082313681869,0.8189098998887653,0.8060963449591648,0.7477196885428253,0.7236929922135706,0.6944042761848064,0.7081989141609224,0.7446051167964405,0.8878754171301446,0.832258064516129,0.7482478631238397,0.649905444003787,0.6969966629588431,0.7290322580645161
paraphrase-multilingual-MiniLM-L12-v2,0.9380353823758871,0.7254727474972191,0.7348164627363738,0.7085650723025584,0.9648498331479421,0.9230255839822025,0.942485265593989,0.9429302539157992,0.9612903225806452,0.7988876529477197,0.8086763070077865,0.45272525027808674,0.5875417130144606,0.9234705228031146,0.9319243604004449,0.9674046116153598,0.5172413793103449,0.46651835372636263,0.31167964404894327,0.9095561297800347,0.9617352614015573,0.9611747751100171,0.9669596232935497,0.7628476084538376,0.6146829810901001,0.903326293274692,0.9412680756395996,0.9439377085650723,0.9372636262513905,0.932369299221357,0.960729786788207,0.7833147942157953,0.7517241379310344,0.974524424764323,0.710789766407119,1.0,0.9902113459399332,0.9221357063403782,0.9630700778642937,0.9567248918919152,0.960845383759733,0.9710789766407119,0.9157859662853775,0.9349204641232158,0.9354838709677419,0.8407119021134594,0.9016685205784205,0.9442652188812298,0.94471020720304,0.6703003337041157,0.5973303670745272
paraphrase-multilingual-mpnet-base-v2,0.951385032030193,0.6916573971078976,0.7005561735261402,0.6756395995550611,0.9728587319243605,0.9350389321468298,0.9451551955248503,0.9580598568573458,0.9617352614015573,0.7655172413793103,0.7953281423804227,0.4157953281423804,0.5479421579532814,0.9256952169076752,0.9417130144605117,0.972299483155272,0.49988876529477194,0.44382647385984425,0.2796440489432703,0.9175659195726182,0.9657397107897664,0.9665146349717395,0.9682945882589803,0.7459399332591768,0.5991101223581757,0.8677272275298766,0.9461624026696329,0.9604004449388209,0.9546162402669633,0.9417130144605117,0.942485265593989,0.7895439377085651,0.7526140155728588,0.9656246583281191,0.7232480533926585,0.9902113459399332,1.0,0.9296996662958843,0.967964404894327,0.9665146349717395,0.9724137931034482,0.9523915461624026,0.9326955225141648,0.9460451721684706,0.9541713014460512,0.8616240266963292,0.9239154616240267,0.9367004174104565,0.9175659195726182,0.6311457174638487,0.5568409343715239
sentence-t5-base,0.9064412115273635,0.7557285873192436,0.7664071190211346,0.746384872080089,0.9470522803114572,0.9488320355951056,0.9140060129981367,0.907776176492794,0.9555061179087876,0.7624026696329255,0.8740823136818687,0.557285873192436,0.6551724137931034,0.9474972191323693,0.9804226918798665,0.9518300203520031,0.6934371523915461,0.6173526140155728,0.4696329254727475,0.8436978581521262,0.9256952169076752,0.9153409779635673,0.9349204641232158,0.8634037819799778,0.7726362625139044,0.8334631267504917,0.8691879866518354,0.9430478309232481,0.9305895439377085,0.9283648498331479,0.9140060129981367,0.9021134593993326,0.8611790878754171,0.9402603239849381,0.8674082313681869,0.9221357063403782,0.9296996662958843,1.0,0.9813125695216908,0.974524424764323,0.9381535038932147,0.9221357063403782,0.8668372508862562,0.8819668538278028,0.9337041156840934,0.9279199110122358,0.9372636262513905,0.9367004174104565,0.8459227997611771,0.768186874304783,0.7156840934371524
sentence-t5-large,0.9500500670647624,0.7254727474972191,0.7352614015572859,0.7139043381535038,0.967964404894327,0.9417130144605117,0.9456001838466604,0.9527199969956235,0.9755283648498332,0.7690767519466073,0.8491657397107898,0.4985539488320356,0.614238042269188,0.9385984427141268,0.9866518353726362,0.9865391094531982,0.6115684093437153,0.5470522803114571,0.3886540600667408,0.8864167370459047,0.9630700778642937,0.9616197634318274,0.9687395765807905,0.821579532814238,0.7032258064516129,0.8672822392080665,0.9230255839822025,0.9724137931034482,0.9612903225806452,0.9559510567296997,0.9402603239849381,0.8669632925472748,0.8175750834260289,0.9674046116153598,0.8189098998887653,0.9630700778642937,0.967964404894327,0.9813125695216908,1.0,0.9936589226021613,0.9777530589543938,0.9461624026696329,0.9175659195726182,0.9264656860088221,0.9626251390433815,0.9110122358175751,0.9474972191323693,0.9549449386046744,0.8930915618730576,0.7245828698553949,0.6605116796440489
sentence-t5-xl,0.9572763684913218,0.695961735311142,0.7070864433563969,0.6826120856568363,0.9647346816844987,0.9362554290886463,0.9492656875834445,0.9554962171784601,0.9674046116153598,0.7426855091012123,0.8312381851414408,0.47813995178505253,0.5882745614330753,0.9233507677561508,0.9803092729478555,0.9862038273253226,0.5791523008359664,0.5135165233689629,0.3564356457699647,0.8811748998664887,0.960729786788207,0.9612817089452603,0.9657320872274143,0.7954166252357202,0.6732673308988222,0.8655985758789497,0.9229057794343406,0.9718544948334619,0.9629547283972579,0.9509400437083827,0.9417000445037829,0.847925247209323,0.79497163691391,0.9715175789942145,0.8060963449591648,0.9567248918919152,0.9665146349717395,0.974524424764323,0.9936589226021613,1.0,0.9878740744186287,0.942485265593989,0.9274588340008901,0.9256786826880284,0.9669596232935497,0.8935365501948678,0.9384803706976973,0.9559412550066756,0.8865153538050734,0.6955167469893319,0.6252085921433214
sentence-t5-xxl,0.9700745415462211,0.6387096774193548,0.6484983314794216,0.6222469410456062,0.9581757508342603,0.9087875417130145,0.9531649853174337,0.9665146349717395,0.9572858731924361,0.7010011123470523,0.7837597330367074,0.39488320355951056,0.5199110122358176,0.8963292547274749,0.9590656284760846,0.9856491328095778,0.4874304783092325,0.425139043381535,0.2676307007786429,0.9059962232055532,0.9710789766407119,0.9696295532244108,0.9669596232935497,0.7312569521690767,0.5866518353726362,0.8574924961282422,0.9394883203559511,0.9701890989988876,0.9626251390433815,0.9421579532814238,0.9367004174104565,0.796218020022247,0.7441601779755284,0.9678495999371701,0.7477196885428253,0.960845383759733,0.9724137931034482,0.9381535038932147,0.9777530589543938,0.9878740744186287,1.0,0.9377085650723026,0.9464901604902808,0.9433752422376095,0.9733036707452726,0.8589543937708565,0.924805339265851,0.9500500670647624,0.8993213983784003,0.6182424916573971,0.5399332591768632
text2vec-base-multilingual,0.8970964567693493,0.7575083426028921,0.7695216907675194,0.7383759733036708,0.9310344827586207,0.9119021134593993,0.9318055458705444,0.8997663867002105,0.9426028921023359,0.8175750834260289,0.8469410456062292,0.5279199110122358,0.6422691879866519,0.9012235817575084,0.9159065628476084,0.9429302539157992,0.6048943270300333,0.5394883203559511,0.41490545050055616,0.8525976245883301,0.9292547274749722,0.9144510013199469,0.9398153356631279,0.79265850945495,0.6907675194660734,0.9531649853174337,0.9016685205784205,0.9114571746384872,0.8923248053392658,0.8807563959955507,0.9709645181898414,0.7690767519466073,0.7552836484983315,0.9642896933626885,0.7236929922135706,0.9710789766407119,0.9523915461624026,0.9221357063403782,0.9461624026696329,0.942485265593989,0.9377085650723026,1.0,0.8557125428410014,0.8757370173224601,0.8945494994438264,0.8028921023359288,0.8433815350389321,0.9473801371339012,0.9389253590195075,0.7552836484983315,0.6747497219132369
text-embedding-3-large,0.9643969737427681,0.5152964766562037,0.5264211847014585,0.4988319087492265,0.9362554290886463,0.8597174377372931,0.9194481530930129,0.9670672007120605,0.9082211648146042,0.5931694329729874,0.6470130199120209,0.23161642150220552,0.38669485165305784,0.8699521691389276,0.9095561297800347,0.9417000445037829,0.3308488172658786,0.2923573274292969,0.10234731401634442,0.9283489096573209,0.942485265593989,0.9554962171784601,0.9385847797062751,0.6459005491074954,0.43875848530485045,0.7699154428126391,0.9460451721684706,0.9460451721684706,0.9531649853174337,0.9562799035701051,0.8700489541611037,0.7727222208234004,0.7104238557699734,0.9065420560747663,0.6944042761848064,0.9157859662853775,0.9326955225141648,0.8668372508862562,0.9175659195726182,0.9274588340008901,0.9464901604902808,0.8557125428410014,1.0,0.9679572763684913,0.9491600904211419,0.8419179048648854,0.9286906276178731,0.8865153538050734,0.8704939919893191,0.4756925160150965,0.38624986333124767
text-embedding-3-small,0.9777481085892301,0.5775948417096307,0.5878295731112652,0.5611302738026536,0.9629547283972579,0.8792969238969417,0.9394748553627058,0.9764129951045839,0.9407053123067483,0.6327733936140947,0.7106463499308785,0.2770052303268452,0.4405384385920912,0.8966514684475392,0.9126710480327062,0.9501557632398754,0.38113249763043044,0.34308599611565893,0.1633107141043409,0.9581664441477525,0.9754144014079433,0.9670672007120605,0.9581664441477525,0.6828345798177413,0.4748025393714761,0.7894971072541166,0.9714095065116516,0.9553899269264847,0.9669596232935497,0.9682945882589803,0.897196261682243,0.8020914500628731,0.7624874894217659,0.9221183800623053,0.7081989141609224,0.9349204641232158,0.9460451721684706,0.8819668538278028,0.9264656860088221,0.9256786826880284,0.9433752422376095,0.8757370173224601,0.9679572763684913,1.0,0.9665146349717395,0.8650572975990155,0.9411503006285585,0.9118825100133512,0.9092122830440588,0.5130715350471526,0.4276337772595956
text-embedding-ada-002,0.9731894597988924,0.5959955506117909,0.6044493882091212,0.5804226918798665,0.9630700778642937,0.8909899888765295,0.9549449386046744,0.9731894597988924,0.9457174638487208,0.6351501668520578,0.7561735261401558,0.3397107897664071,0.4682981090100111,0.8972191323692992,0.9457174638487208,0.9696295532244108,0.45583982202447165,0.3935483870967742,0.23381535038932147,0.9148959896417571,0.9724137931034482,0.9669596232935497,0.9629547283972579,0.6978865406006675,0.546607341490545,0.7991990259711069,0.9345939933259176,0.9657397107897664,0.9661846496106785,0.9621802002224694,0.9148959896417571,0.8131256952169077,0.7592880978865406,0.9491600904211419,0.7446051167964405,0.9354838709677419,0.9541713014460512,0.9337041156840934,0.9626251390433815,0.9669596232935497,0.9733036707452726,0.8945494994438264,0.9491600904211419,0.9665146349717395,1.0,0.8736373748609566,0.946607341490545,0.9496050787429522,0.8819668538278028,0.5684093437152391,0.4878754171301446
voyage-2,0.8659472742426358,0.7098998887652948,0.7187986651835373,0.707230255839822,0.9078976640711902,0.917686318131257,0.8343531033941122,0.8695071808171174,0.8883203559510567,0.7076751946607341,0.7672969966629588,0.4589543937708565,0.5897664071190212,0.9328142380422692,0.9123470522803114,0.8726220990697887,0.5906562847608454,0.5314794215795328,0.3704115684093437,0.7969740843620559,0.8616240266963292,0.8614973910245339,0.8459227997611771,0.8402669632925472,0.6809788654060067,0.7066414550345868,0.8438264738598442,0.9038932146829811,0.9007786429365963,0.9256952169076752,0.7871843412822317,0.9555061179087876,0.8949944382647386,0.8290132435323898,0.8878754171301446,0.8407119021134594,0.8616240266963292,0.9279199110122358,0.9110122358175751,0.8935365501948678,0.8589543937708565,0.8028921023359288,0.8419179048648854,0.8650572975990155,0.8736373748609566,1.0,0.967964404894327,0.8330181384286816,0.7782845748460278,0.6449388209121246,0.6048943270300333
voyage-code-2,0.9478251254557114,0.632035595105673,0.6413793103448275,0.6240266963292548,0.9590656284760846,0.9265850945494994,0.8953165034821086,0.9473801371339012,0.9279199110122358,0.6622914349276975,0.7303670745272525,0.37263626251390436,0.5003337041156841,0.9452725250278087,0.9506117908787541,0.9349204641232158,0.4972191323692992,0.4442714126807564,0.26807563959955505,0.8766269939660805,0.9305895439377085,0.9433752422376095,0.9229057794343406,0.7824249165739711,0.5946607341490545,0.739570590848541,0.9234705228031146,0.9621802002224694,0.9666295884315906,0.978642936596218,0.8441428464739363,0.9087875417130145,0.8411568409343715,0.8859717487240946,0.832258064516129,0.9016685205784205,0.9239154616240267,0.9372636262513905,0.9474972191323693,0.9384803706976973,0.924805339265851,0.8433815350389321,0.9286906276178731,0.9411503006285585,0.946607341490545,0.967964404894327,1.0,0.87529202900065,0.8290132435323898,0.5773081201334817,0.5225806451612903
universal-sentence-encoder-multilingual-3,0.9207832665776591,0.7146512448271701,0.7253309645506149,0.6968517119547625,0.9415952889503687,0.8922015852294373,0.9737427681352915,0.9279038718291055,0.946935148812091,0.7458004273538837,0.8436978581521262,0.486149741577636,0.6163088257071175,0.8797419122187519,0.9260206976870119,0.9595015576323987,0.5466681533438222,0.48058738755500857,0.3675603538152195,0.8647085002225189,0.9460451721684706,0.9270137961726747,0.9421450823319982,0.7562576529164232,0.6327733936140947,0.8878504672897196,0.9019913283092615,0.9326955225141648,0.9100011181018449,0.9095561297800347,0.9701824655095683,0.8069863216027853,0.7829569522250348,0.9821984868713841,0.7482478631238397,0.9442652188812298,0.9367004174104565,0.9367004174104565,0.9549449386046744,0.9559412550066756,0.9500500670647624,0.9473801371339012,0.8865153538050734,0.9118825100133512,0.9496050787429522,0.8330181384286816,0.87529202900065,1.0,0.947485536270583,0.6950717586675217,0.6114139541672053
universal-sentence-encoder-multilingual-large-3,0.8998664886515354,0.7115363265744988,0.7217710579761333,0.6897318988057993,0.9206808378252896,0.8628323559899646,0.9439252336448598,0.9052069425901201,0.9104461064236552,0.7778395865242176,0.7796195398114584,0.43364111960403323,0.5882745614330753,0.8619423793463441,0.8494827063356587,0.9181130396083668,0.44343086268385745,0.4004894896291738,0.2990321522564498,0.8700489541611037,0.9264656860088221,0.9132176234979973,0.9190031152647975,0.7175436689189364,0.5326510212068012,0.9118825100133512,0.9295806042614935,0.8868617253677149,0.866392262564446,0.8757370173224601,0.9559412550066756,0.744242968227548,0.7340082368259135,0.9492656875834445,0.649905444003787,0.94471020720304,0.9175659195726182,0.8459227997611771,0.8930915618730576,0.8865153538050734,0.8993213983784003,0.9389253590195075,0.8704939919893191,0.9092122830440588,0.8819668538278028,0.7782845748460278,0.8290132435323898,0.947485536270583,1.0,0.6385582417976271,0.5491155891137783
xlm-roberta-base,0.5428857526084356,0.8665183537263627,0.8727474972191324,0.8674082313681869,0.63559510567297,0.7041156840934372,0.6341083585795252,0.5495605774355885,0.7005561735261402,0.8496106785317019,0.8860956618464961,0.7810901001112347,0.7882091212458286,0.7112347052280311,0.7170189098998888,0.6697074243243407,0.9123470522803114,0.8402669632925472,0.7939933259176863,0.5250862197360279,0.6182424916573971,0.587384584789455,0.6559127863482247,0.8367074527252503,0.9394883203559511,0.7684948317662036,0.5519466073414906,0.6191323692992213,0.5862068965517241,0.5844271412680756,0.7128712915399295,0.6974416017797553,0.7196885428253615,0.6910668637712299,0.6969966629588431,0.6703003337041157,0.6311457174638487,0.768186874304783,0.7245828698553949,0.6955167469893319,0.6182424916573971,0.7552836484983315,0.4756925160150965,0.5130715350471526,0.5684093437152391,0.6449388209121246,0.5773081201334817,0.6950717586675217,0.6385582417976271,1.0,0.9590656284760846
xlm-roberta-large,0.45566804153363777,0.825139043381535,0.8291434927697442,0.8402669632925472,0.5577308120133482,0.6422691879866519,0.5442207175738663,0.4610079013953601,0.6258064516129033,0.7935483870967742,0.8309232480533927,0.8585094549499444,0.8460511679644049,0.6671857619577308,0.6538375973303671,0.596729339547469,0.9377085650723026,0.924805339265851,0.8669632925472748,0.4427633802011422,0.5377085650723026,0.5077316751854304,0.5767048650660103,0.8095661846496107,0.9474972191323693,0.6794971674041649,0.4585094549499444,0.5403781979977753,0.5101223581757508,0.5101223581757508,0.6247636038215112,0.7054505005561735,0.7343715239154617,0.6100789892017748,0.7290322580645161,0.5973303670745272,0.5568409343715239,0.7156840934371524,0.6605116796440489,0.6252085921433214,0.5399332591768632,0.6747497219132369,0.38624986333124767,0.4276337772595956,0.4878754171301446,0.6048943270300333,0.5225806451612903,0.6114139541672053,0.5491155891137783,0.9590656284760846,1.0
